energy,price,parking,realstate,rooms,square_meters,terrace,wc,construction_year,zone
999.0,680000.0,['Sin plaza parking'],Webhouse Santgervasi,3.0,125.0,40.0,2.0,,"
                                    Sant Gervasi - Galvany
                                "
187.0,268000.0,[],Inmometropolis,4.0,83.0,,1.0,1950.0,"
                                    Vila de Gràcia
                                "
999.0,400000.0,['Sin plaza parking'],Salarich Administració,3.0,72.0,,1.0,,"
                                    Sarrià
                                "
999.0,205000.0,['Sin plaza parking'],Inmo ARA,2.0,57.0,,1.0,,"
                                    St. Pere - Sta. Caterina - El Born
                                "
156.0,370000.0,['Sin plaza parking'],Eurofincas,3.0,85.0,,1.0,1973.0,"
                                    Sagrada Família
                                "
999.0,890000.0,['Sin plaza parking'],Cornex Capital,2.0,103.0,20.0,2.0,,"
                                    Sant Gervasi - Galvany
                                "
146.0,390000.0,['Sin plaza parking'],Forcadell Eixample,3.0,97.0,4.0,2.0,1966.0,"
                                    Esquerra Alta de l´Eixample
                                "
49.0,495000.0,['Sin plaza parking'],La Gran Urbe,4.0,114.0,10.0,2.0,2001.0,"
                                    Poblenou
                                "
45.0,470000.0,['Sin plaza parking'],Lebiimmo,4.0,109.0,30.0,2.0,1940.0,"
                                    Esquerra Baixa de l´Eixample
                                "
999.0,675000.0,['Sin plaza parking'],Finques Giramon,6.0,145.0,,2.0,1880.0,"
                                    Dreta de l´Eixample
                                "
136.0,1276000.0,['Plaza parking '],SIMM,5.0,221.0,21.0,4.0,1975.0,"
                                    Tres Torres
                                "
999.0,1570000.0,['Plaza parking '],Helvetic Design Properties,5.0,265.0,22.0,6.0,1965.0,"
                                    Sant Gervasi - Galvany
                                "
999.0,460000.0,['Sin plaza parking'],Fincas Eva,2.0,69.0,45.0,2.0,1970.0,"
                                    Vila de Gràcia
                                "
78.0,169000.0,['Sin plaza parking'],La Casa Agency,2.0,55.0,,1.0,,"
                                    Sant Martí
                                "
200.0,790000.0,['Sin plaza parking'],Turro BCN,3.0,144.0,25.0,2.0,2016.0,"
                                    Sagrada Família
                                "
999.0,1200000.0,['Plaza parking '],Cornex Capital,3.0,135.0,111.0,4.0,1998.0,"
                                    Sagrada Família
                                "
142.0,400000.0,['Plaza parking '],Fincas Carbonell,1.0,50.0,,1.0,2010.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
,398000.0,[],Cornex Capital,2.0,84.0,91.0,2.0,,"
                                    Guinardó
                                "
330.0,490000.0,['Sin plaza parking'],Tecnocasa,4.0,199.0,60.0,1.0,,"
                                    El Clot
                                "
225.0,499000.0,['Sin plaza parking'],MyLife Real Estate,4.0,120.0,8.0,2.0,1966.0,"
                                    Esquerra Alta de l´Eixample
                                "
203.0,535000.0,['Sin plaza parking'],Guimar Consulting,2.0,102.0,,2.0,1900.0,"
                                    Esquerra Alta de l´Eixample
                                "
999.0,540000.0,['Sin plaza parking'],Webhouse Santgervasi,4.0,138.0,6.0,2.0,1928.0,"
                                    Sants
                                "
999.0,275000.0,['Sin plaza parking'],Fincas Castan,3.0,84.0,10.0,1.0,,"
                                    La Marina-Montjuïc
                                "
999.0,320000.0,['Sin plaza parking'],Fastighetsbyran,2.0,59.0,30.0,1.0,2019.0,"
                                    Vilapicina - Torre Llobeta
                                "
999.0,229500.0,[],Remax Project,3.0,68.0,,1.0,1971.0,"
                                    Porta
                                "
96.0,348000.0,['Sin plaza parking'],Eurofincas,2.0,67.0,115.0,2.0,1940.0,"
                                    Font de la Guatlla
                                "
166.0,239000.0,[],Teqtum,3.0,76.0,6.0,2.0,1900.0,"
                                    Camp de l´Arpa
                                "
999.0,215000.0,['Sin plaza parking'],Brick2b,3.0,66.0,2.0,2.0,1905.0,"
                                    Poble Sec
                                "
217.0,209000.0,['Sin plaza parking'],Finques Rodes,2.0,65.0,,1.0,,"
                                    Baix Guinardó
                                "
138.0,275000.0,['Sin plaza parking'],Forcadell Eixample,2.0,67.0,2.0,1.0,1936.0,"
                                    Raval
                                "
139.0,305000.0,['Sin plaza parking'],CENTURY 21 NEW ESTATE,2.0,70.0,,1.0,1975.0,"
                                    Dreta de l´Eixample
                                "
147.0,370000.0,['Sin plaza parking'],Apisa,2.0,113.0,,2.0,1924.0,"
                                    Vila de Gràcia
                                "
268.0,435000.0,['Sin plaza parking'],Rustic Corner,2.0,72.0,,2.0,,"
                                    Putget - Farró
                                "
164.0,264000.0,['Sin plaza parking'],Vivendex,3.0,65.0,,1.0,1967.0,"
                                    Sant Antoni
                                "
999.0,495000.0,['Sin plaza parking'],Alvarez Tarrio Propiedades,2.0,155.0,20.0,2.0,,"
                                    Diagonal Mar - La Mar Bella
                                "
218.0,315000.0,['Sin plaza parking'],Acbar Real Estate,4.0,86.0,,2.0,1960.0,"
                                    Baix Guinardó
                                "
,415000.0,['Plaza parking '],Cornex Capital,1.0,67.0,7.0,1.0,,"
                                    Les Corts
                                "
999.0,130000.0,['Sin plaza parking'],Webhouse,1.0,56.0,,1.0,1962.0,"
                                    La Salut
                                "
53.0,245000.0,['Sin plaza parking'],Escoge,3.0,70.0,3.0,1.0,1960.0,"
                                    Guinardó
                                "
167.0,250000.0,['Sin plaza parking'],Tecnocasa - Sagrera Centre,4.0,90.0,6.0,2.0,1968.0,"
                                    La Sagrera
                                "
181.0,2350000.0,['Plaza parking '],Fastighetsbyran,6.0,507.0,40.0,5.0,2004.0,"
                                    Sant Gervasi - Bonanova
                                "
187.0,325000.0,[],Inmometropolis,3.0,103.0,6.0,2.0,1982.0,"
                                    Navas
                                "
128.0,199000.0,['Sin plaza parking'],Fastighetsbyran,1.0,45.0,,1.0,1910.0,"
                                    Gòtic
                                "
166.0,379000.0,['Sin plaza parking'],Kaufmann & Winkel,2.0,63.0,64.0,1.0,1965.0,"
                                    Sant Antoni
                                "
129.0,1430000.0,[],Barnes Barcelona,4.0,192.0,,3.0,1929.0,"
                                    Sant Gervasi - Galvany
                                "
999.0,680000.0,['Sin plaza parking'],Guinot Prunera Barcelona,4.0,154.0,,1.0,1868.0,"
                                    Dreta de l´Eixample
                                "
999.0,619000.0,['Sin plaza parking'],Gala Finques,4.0,124.0,,2.0,1900.0,"
                                    Dreta de l´Eixample
                                "
999.0,900000.0,['Plaza parking '],Proddigia Barcelona,4.0,180.0,,2.0,1950.0,"
                                    Sant Gervasi - Galvany
                                "
172.0,310000.0,['Sin plaza parking'],Andor Home,3.0,94.0,,2.0,1929.0,"
                                    Sant Antoni
                                "
1.0,472000.0,['Plaza parking '],Walter Haus,4.0,131.0,,2.0,,"
                                    Les Corts
                                "
143.0,495000.0,['Sin plaza parking'],CENTURY 21 NEW ESTATE,3.0,110.0,,1.0,1889.0,"
                                    Esquerra Baixa de l´Eixample
                                "
999.0,1790000.0,['Plaza parking '],Brick2b,3.0,582.0,141.0,7.0,1942.0,"
                                    Camp d´en Grassot - Gràcia N.
                                "
186.0,120000.0,['Sin plaza parking'],Finques Ema,2.0,54.0,,1.0,1957.0,"
                                    Roquetes
                                "
,298000.0,,Solvia Inmobiliaria - Obra Nueva,1.0,60.0,,1.0,,"
                                    Poblenou
                                "
999.0,218000.0,['Sin plaza parking'],Finques Reina,3.0,60.0,7.0,1.0,1971.0,"
                                    Porta
                                "
83.0,420000.0,['Sin plaza parking'],Vivendex,3.0,107.0,,1.0,1900.0,"
                                    Gòtic
                                "
218.0,275000.0,['Sin plaza parking'],Solfinc,3.0,73.0,5.0,1.0,1941.0,"
                                    Camp d´en Grassot - Gràcia N.
                                "
999.0,1200000.0,['Plaza parking '],Principal Primera,5.0,232.0,48.0,2.0,1967.0,"
                                    Sant Gervasi - Bonanova
                                "
999.0,450000.0,['Sin plaza parking'],Remax Project,2.0,88.0,1.0,2.0,,"
                                    St. Pere - Sta. Caterina - El Born
                                "
133.0,198000.0,['Sin plaza parking'],Vivendex,4.0,85.0,,1.0,1970.0,"
                                    La Verneda - La Pau
                                "
999.0,535000.0,['Sin plaza parking'],Inmometropolis,4.0,115.0,16.0,2.0,,"
                                    Les Corts
                                "
33.0,550000.0,['Plaza parking '],Cornex Capital,3.0,95.0,7.0,2.0,,"
                                    Esquerra Baixa de l´Eixample
                                "
21.0,374000.0,['Sin plaza parking'],Decon Group,3.0,94.0,6.0,2.0,1910.0,"
                                    Poble Sec
                                "
118.0,600000.0,['Sin plaza parking'],ADI Fincas,5.0,145.0,,2.0,1925.0,"
                                    Fort Pienc
                                "
96.0,1690000.0,['Plaza parking '],SINGULAR PROPERTIES,5.0,280.0,15.0,3.0,1956.0,"
                                    Sant Gervasi - Galvany
                                "
